station_name,station_lat,station_lon,nearest_river,pub_name,pub_lat,pub_lon,distance_to_pub_m
Prince Regent,51.5094778,0.0331521,River Thames,Custom House Pub,51.5100773,0.0264883,467.42201532
Prince Regent,51.5094778,0.0331521,River Thames,Custom House Pub,51.5100773,0.0264883,467.42201532
Prince Regent,51.5094778,0.0331521,River Thames,Fox @ Excel,51.5088147,0.0255735,531.3035835
Prince Regent,51.5094778,0.0331521,River Thames,Fox @ Excel,51.5088147,0.0255735,531.3035835
Prince Regent,51.5094778,0.0331521,River Thames,The Windjammer,51.4994426,0.031017,1126.29462727
Pudding Mill Lane,51.5338301,-0.0135365,City Mill River,Lvls,51.5405898,-0.0208404,906.88213727
Pudding Mill Lane,51.5338301,-0.0135365,City Mill River,Lvls,51.5405898,-0.0208404,906.88213727
Pudding Mill Lane,51.5338301,-0.0135365,City Mill River,The Cow,51.5421266,-0.0082335,993.68561882
Pudding Mill Lane,51.5338301,-0.0135365,City Mill River,The Cow,51.5421266,-0.0082335,993.68561882
Pudding Mill Lane,51.5338301,-0.0135365,City Mill River,Crate Brewery & Pizza,51.5429973,-0.0220788,1179.63099529
Putney,51.4609339,-0.2153478,River Thames,The Rocket,51.4655321,-0.2130828,535.25170297
Putney,51.4609339,-0.2153478,River Thames,The Rocket,51.4655321,-0.2130828,535.25170297
Putney,51.4609339,-0.2153478,River Thames,The Arab Boy,51.4628591,-0.2266975,817.35043915
Putney,51.4609339,-0.2153478,River Thames,The Arab Boy,51.4628591,-0.2266975,817.35043915
Putney,51.4609339,-0.2153478,River Thames,Kings Arms,51.4691887,-0.2100687,988.96810064
Putney Bridge,51.4682995,-0.2087947,River Thames,Kings Arms,51.4691887,-0.2100687,132.75650297
Putney Bridge,51.4682995,-0.2087947,River Thames,Kings Arms,51.4691887,-0.2100687,132.75650297
Putney Bridge,51.4682995,-0.2087947,River Thames,The Temperance,51.4693971,-0.2104963,169.97977781
Putney Bridge,51.4682995,-0.2087947,River Thames,The Temperance,51.4693971,-0.2104963,169.97977781
Putney Bridge,51.4682995,-0.2087947,River Thames,The Rocket,51.4655321,-0.2130828,428.47675813
Queenstown Road,51.4752161,-0.1462935,River Thames,Masons Arms,51.4768147,-0.1468975,182.7395845
Queenstown Road,51.4752161,-0.1462935,River Thames,Masons Arms,51.4768147,-0.1468975,182.7395845
Queenstown Road,51.4752161,-0.1462935,River Thames,Paya and Horse,51.4758826,-0.1489065,196.1053602
Queenstown Road,51.4752161,-0.1462935,River Thames,Paya and Horse,51.4758826,-0.1489065,196.1053602
Queenstown Road,51.4752161,-0.1462935,River Thames,The Magic Garden,51.4753058,-0.1508474,316.55369711
Ravensbourne,51.4143132,-0.0076295,River Ravensbourne,O'Neils,51.4104781,-0.024671,1260.07610798
Ravensbourne,51.4143132,-0.0076295,River Ravensbourne,O'Neils,51.4104781,-0.024671,1260.07610798
Ravensbourne,51.4143132,-0.0076295,River Ravensbourne,Patrick's,51.4106029,-0.0247443,1260.25829346
Ravensbourne,51.4143132,-0.0076295,River Ravensbourne,Patrick's,51.4106029,-0.0247443,1260.25829346
Ravensbourne,51.4143132,-0.0076295,River Ravensbourne,Prince Frederick,51.4158922,0.0198492,1919.73299696
Ravenscourt Park,51.4941293,-0.2357932,River Thames,The Carpenter's Arms,51.4925603,-0.2426718,508.61746266
Ravenscourt Park,51.4941293,-0.2357932,River Thames,The Carpenter's Arms,51.4925603,-0.2426718,508.61746266
Ravenscourt Park,51.4941293,-0.2357932,River Thames,The Hart,51.4933656,-0.2433411,531.04330985
Ravenscourt Park,51.4941293,-0.2357932,River Thames,The Hart,51.4933656,-0.2433411,531.04330985
Ravenscourt Park,51.4941293,-0.2357932,River Thames,The Cross Keys,51.4918251,-0.2426222,539.13265376
Rectory Road,51.5591049,-0.0686408,River Lea,The Rochester Castle,51.5609825,-0.0740121,427.07384162
Rectory Road,51.5591049,-0.0686408,River Lea,The Rochester Castle,51.5609825,-0.0740121,427.07384162
Rectory Road,51.5591049,-0.0686408,River Lea,Coach & Horses,51.5617228,-0.0735286,446.91247788
Rectory Road,51.5591049,-0.0686408,River Lea,Coach & Horses,51.5617228,-0.0735286,446.91247788
Rectory Road,51.5591049,-0.0686408,River Lea,The Royal Sovereign,51.5626442,-0.0631966,545.52863739
Regent's Park,51.5236277,-0.1466357,River Fleet,The Albany,51.523319,-0.143984,187.21813147
Regent's Park,51.5236277,-0.1466357,River Fleet,The Albany,51.523319,-0.143984,187.21813147
Regent's Park,51.5236277,-0.1466357,River Fleet,Stag's Head,51.5199434,-0.1432132,473.765448
Regent's Park,51.5236277,-0.1466357,River Fleet,Stag's Head,51.5199434,-0.1432132,473.765448
Regent's Park,51.5236277,-0.1466357,River Fleet,The Grafton Arms,51.5231854,-0.138689,553.73117454
Rotherhithe,51.5008237,-0.0519666,River Thames,The Brunel,51.5013181,-0.0509211,91.0833072
Rotherhithe,51.5008237,-0.0519666,River Thames,The Brunel,51.5013181,-0.0509211,91.0833072
Rotherhithe,51.5008237,-0.0519666,River Thames,Dockers Inn,51.5048793,-0.0573725,586.93794717
Rotherhithe,51.5008237,-0.0519666,River Thames,Dockers Inn,51.5048793,-0.0573725,586.93794717
Rotherhithe,51.5008237,-0.0519666,River Thames,The Moby Dick,51.4954636,-0.0395511,1048.32265819
Royal Victoria,51.5091026,0.0175953,Bow Creek,Fox @ Excel,51.5088147,0.0255735,554.82708615
Royal Victoria,51.5091026,0.0175953,Bow Creek,Fox @ Excel,51.5088147,0.0255735,554.82708615
Royal Victoria,51.5091026,0.0175953,Bow Creek,Custom House Pub,51.5100773,0.0264883,626.85623383
Royal Victoria,51.5091026,0.0175953,Bow Creek,Custom House Pub,51.5100773,0.0264883,626.85623383
Royal Victoria,51.5091026,0.0175953,Bow Creek,Husk Brewery & Taproom,51.5133965,0.0094776,738.79971477
Russell Square,51.5230529,-0.1242529,River Fleet,Friend at Hand,51.5228503,-0.1245944,32.70900861
Russell Square,51.5230529,-0.1242529,River Fleet,Friend at Hand,51.5228503,-0.1245944,32.70900861
Russell Square,51.5230529,-0.1242529,River Fleet,Callaghan's,51.5240185,-0.1249796,118.68130635
Russell Square,51.5230529,-0.1242529,River Fleet,Callaghan's,51.5240185,-0.1249796,118.68130635
Russell Square,51.5230529,-0.1242529,River Fleet,London Pub,51.5238854,-0.1273035,231.09956347
Seven Sisters,51.5824738,-0.0749325,River Moselle,The Fountain,51.5850325,-0.0794707,424.25054739
Seven Sisters,51.5824738,-0.0749325,River Moselle,The Fountain,51.5850325,-0.0794707,424.25054739
Seven Sisters,51.5824738,-0.0749325,River Moselle,No.8 Seven Sisters,51.5783635,-0.0819029,665.27494863
Seven Sisters,51.5824738,-0.0749325,River Moselle,No.8 Seven Sisters,51.5783635,-0.0819029,665.27494863
Seven Sisters,51.5824738,-0.0749325,River Moselle,Mannions Prince Arthur,51.5847587,-0.0642382,783.63864569
Shadwell,51.51125,-0.0569241,River Thames,Thomas Neale,51.5131287,-0.0566157,210.11415603
Shadwell,51.51125,-0.0569241,River Thames,Thomas Neale,51.5131287,-0.0566157,210.11415603
Shadwell,51.51125,-0.0569241,River Thames,The Dean Swift,51.5139726,-0.0550705,329.11032583
Shadwell,51.51125,-0.0569241,River Thames,The Dean Swift,51.5139726,-0.0550705,329.11032583
Shadwell,51.51125,-0.0569241,River Thames,Dockers Inn,51.5048793,-0.0573725,709.47461551
Shadwell DLR,51.5117593,-0.0554867,River Thames,Thomas Neale,51.5131287,-0.0566157,171.33460823
Shadwell DLR,51.5117593,-0.0554867,River Thames,Thomas Neale,51.5131287,-0.0566157,171.33460823
Shadwell DLR,51.5117593,-0.0554867,River Thames,The Dean Swift,51.5139726,-0.0550705,247.93676642
Shadwell DLR,51.5117593,-0.0554867,River Thames,The Dean Swift,51.5139726,-0.0550705,247.93676642
Shadwell DLR,51.5117593,-0.0554867,River Thames,The Good Samaritan,51.5173312,-0.061108,732.51118374
Shepherd's Bush,51.5043576,-0.2183251,River Thames,Belushi's,51.5041164,-0.2181161,30.50785565
Shepherd's Bush,51.5043576,-0.2183251,River Thames,Belushi's,51.5041164,-0.2181161,30.50785565
Shepherd's Bush,51.5043576,-0.2183251,River Thames,The Central Bar,51.5038323,-0.2191034,79.59945944
Shepherd's Bush,51.5043576,-0.2183251,River Thames,The Central Bar,51.5038323,-0.2191034,79.59945944
Shepherd's Bush,51.5043576,-0.2183251,River Thames,The Bull,51.50638,-0.2201483,258.17322905
Shepherd's Bush Market,51.50607,-0.2263134,River Thames,The Green,51.50531,-0.2248736,130.9325221
Shepherd's Bush Market,51.50607,-0.2263134,River Thames,The Green,51.50531,-0.2248736,130.9325221
Shepherd's Bush Market,51.50607,-0.2263134,River Thames,The Bull,51.50638,-0.2201483,429.43666637
Shepherd's Bush Market,51.50607,-0.2263134,River Thames,The Bull,51.50638,-0.2201483,429.43666637
Shepherd's Bush Market,51.50607,-0.2263134,River Thames,The Shepherd and Flock,51.5021889,-0.228507,457.87829064
Shoreditch High Street,51.5232534,-0.0744674,River Thames,Shoreditch House,51.5237708,-0.0759056,115.22741554
Shoreditch High Street,51.5232534,-0.0744674,River Thames,Shoreditch House,51.5237708,-0.0759056,115.22741554
Shoreditch High Street,51.5232534,-0.0744674,River Thames,BrewDog,51.524592,-0.0726328,195.94103156
Shoreditch High Street,51.5232534,-0.0744674,River Thames,BrewDog,51.524592,-0.0726328,195.94103156
Shoreditch High Street,51.5232534,-0.0744674,River Thames,Bohemia Bar,51.5227715,-0.0780898,257.06793096
Sloane Square,51.4922264,-0.1558767,River Thames,Fox and Hounds,51.4910922,-0.1549035,143.15091205
Sloane Square,51.4922264,-0.1558767,River Thames,Fox and Hounds,51.4910922,-0.1549035,143.15091205
Sloane Square,51.4922264,-0.1558767,River Thames,Rose & Crown,51.4901063,-0.1569458,247.28864759
Sloane Square,51.4922264,-0.1558767,River Thames,Rose & Crown,51.4901063,-0.1569458,247.28864759
Sloane Square,51.4922264,-0.1558767,River Thames,The Belgravia,51.4924915,-0.1514301,310.23106716
Snaresbrook,51.5808033,0.0215864,River Roding,Gravity Well Taproom,51.5697138,-0.007739,2378.11629528
Snaresbrook,51.5808033,0.0215864,River Roding,Gravity Well Taproom,51.5697138,-0.007739,2378.11629528
Snaresbrook,51.5808033,0.0215864,River Roding,The Wanstead Tap,51.5555258,0.0187872,2819.042048
Snaresbrook,51.5808033,0.0215864,River Roding,The Wanstead Tap,51.5555258,0.0187872,2819.042048
Snaresbrook,51.5808033,0.0215864,River Roding,The Goose,51.5833767,-0.0191396,2837.43337334
South Bermondsey,51.4879512,-0.0544564,River Thames,EeBria,51.4913821,-0.0587851,485.90014829
South Bermondsey,51.4879512,-0.0544564,River Thames,EeBria,51.4913821,-0.0587851,485.90014829
South Bermondsey,51.4879512,-0.0544564,River Thames,Battersea Brewery,51.491708,-0.0595038,545.52905879
South Bermondsey,51.4879512,-0.0544564,River Thames,Battersea Brewery,51.491708,-0.0595038,545.52905879
South Bermondsey,51.4879512,-0.0544564,River Thames,The Outpost,51.4917553,-0.0596016,553.92918143
Southfields,51.4457751,-0.2066142,River Wandle,The Wandle,51.4428801,-0.1891411,1256.79180589
Southfields,51.4457751,-0.2066142,River Wandle,The Wandle,51.4428801,-0.1891411,1256.79180589
Southfields,51.4457751,-0.2066142,River Wandle,The Country House,51.4420315,-0.1889649,1295.83929696
Southfields,51.4457751,-0.2066142,River Wandle,The Country House,51.4420315,-0.1889649,1295.83929696
Southfields,51.4457751,-0.2066142,River Wandle,The Earlsfield,51.4423773,-0.1880911,1342.16403651
South Kensington,51.4940799,-0.1729072,River Thames,The Crown,51.4902108,-0.1733776,431.70509052
South Kensington,51.4940799,-0.1729072,River Thames,The Crown,51.4902108,-0.1733776,431.70509052
South Kensington,51.4940799,-0.1729072,River Thames,Eastside,51.4989739,-0.1720838,547.48982399
South Kensington,51.4940799,-0.1729072,River Thames,Eastside,51.4989739,-0.1720838,547.48982399
South Kensington,51.4940799,-0.1729072,River Thames,ħ,51.4986275,-0.1783206,630.33453655
South Quay,51.5000357,-0.0162525,River Thames,BrewDog,51.5046438,-0.0146973,523.93691029
South Quay,51.5000357,-0.0162525,River Thames,BrewDog,51.5046438,-0.0146973,523.93691029
South Quay,51.5000357,-0.0162525,River Thames,The Henry Addington,51.5043058,-0.0225667,646.4775329
South Quay,51.5000357,-0.0162525,River Thames,The Henry Addington,51.5043058,-0.0225667,646.4775329
South Quay,51.5000357,-0.0162525,River Thames,Sports Bar & Grill,51.5062159,-0.0185144,705.30499
South Tottenham,51.5804433,-0.0717169,River Moselle,Turnpike House,51.5749285,-0.0719505,613.78653058
South Tottenham,51.5804433,-0.0717169,River Moselle,Turnpike House,51.5749285,-0.0719505,613.78653058
South Tottenham,51.5804433,-0.0717169,River Moselle,Mannions Prince Arthur,51.5847587,-0.0642382,706.57427608
South Tottenham,51.5804433,-0.0717169,River Moselle,Mannions Prince Arthur,51.5847587,-0.0642382,706.57427608
South Tottenham,51.5804433,-0.0717169,River Moselle,The Fountain,51.5850325,-0.0794707,741.32242743
Southwark,51.503925,-0.1049663,River Thames,The Ring,51.5035604,-0.1048205,41.80881033
Southwark,51.503925,-0.1049663,River Thames,The Ring,51.5035604,-0.1048205,41.80881033
Southwark,51.503925,-0.1049663,River Thames,The Anchor & Hope,51.5034633,-0.1066199,125.78441536
Southwark,51.503925,-0.1049663,River Thames,The Anchor & Hope,51.5034633,-0.1066199,125.78441536
Southwark,51.503925,-0.1049663,River Thames,The Charlotte,51.5038279,-0.1019917,206.82257471
South Wimbledon,51.4151759,-0.1926457,River Wandle,Horse & Groom,51.4155329,-0.1917749,72.44021065
South Wimbledon,51.4151759,-0.1926457,River Wandle,Horse & Groom,51.4155329,-0.1917749,72.44021065
South Wimbledon,51.4151759,-0.1926457,River Wandle,Prince of Wales,51.4107626,-0.1927304,491.04222721
South Wimbledon,51.4151759,-0.1926457,River Wandle,Prince of Wales,51.4107626,-0.1927304,491.04222721
South Wimbledon,51.4151759,-0.1926457,River Wandle,The Sultan,51.4185272,-0.1853025,632.43965132
Stamford Hill,51.5748867,-0.0762903,River Moselle,Turnpike House,51.5749285,-0.0719505,300.89961204
Stamford Hill,51.5748867,-0.0762903,River Moselle,Turnpike House,51.5749285,-0.0719505,300.89961204
Stamford Hill,51.5748867,-0.0762903,River Moselle,No.8 Seven Sisters,51.5783635,-0.0819029,548.65655518
Stamford Hill,51.5748867,-0.0762903,River Moselle,No.8 Seven Sisters,51.5783635,-0.0819029,548.65655518
Stamford Hill,51.5748867,-0.0762903,River Moselle,The Bird Cage,51.5663124,-0.0726537,986.72744604
Star Lane,51.5205083,0.0043357,Bow Creek,Husk Brewery & Taproom,51.5133965,0.0094776,868.02326481
Star Lane,51.5205083,0.0043357,Bow Creek,Husk Brewery & Taproom,51.5133965,0.0094776,868.02326481
Star Lane,51.5205083,0.0043357,Bow Creek,The Tommy Flowers,51.513588,-0.0053807,1023.5740042
Star Lane,51.5205083,0.0043357,Bow Creek,The Tommy Flowers,51.513588,-0.0053807,1023.5740042
Star Lane,51.5205083,0.0043357,Bow Creek,The Galvanisers Union,51.5233491,-0.0109754,1108.70535203
Stepney Green,51.5217026,-0.0467147,River Thames,London Hospital Tavern,51.5190934,-0.0589373,896.65704773
Stepney Green,51.5217026,-0.0467147,River Thames,London Hospital Tavern,51.5190934,-0.0589373,896.65704773
Stepney Green,51.5217026,-0.0467147,River Thames,Mother Kelly's,51.5283303,-0.0561726,987.21959306
Stepney Green,51.5217026,-0.0467147,River Thames,Mother Kelly's,51.5283303,-0.0561726,987.21959306
Stepney Green,51.5217026,-0.0467147,River Thames,The Bethnal Green Tavern,51.5269533,-0.0583505,996.71121491
St. James's Park,51.4992816,-0.1345942,River Thames,Munich Cricket Club,51.4981992,-0.1324675,190.55871147
St. James's Park,51.4992816,-0.1345942,River Thames,Munich Cricket Club,51.4981992,-0.1324675,190.55871147
St. James's Park,51.4992816,-0.1345942,River Thames,The Pineapple,51.4986377,-0.139521,349.54719345
St. James's Park,51.4992816,-0.1345942,River Thames,The Pineapple,51.4986377,-0.139521,349.54719345
St. James's Park,51.4992816,-0.1345942,River Thames,Lane7,51.4971488,-0.1391026,392.8416826
St James Street,51.5811716,-0.0322047,River Lee Flood Relief Channel,Untraditional Pub,51.5805937,-0.0322753,64.48276596
St James Street,51.5811716,-0.0322047,River Lee Flood Relief Channel,Untraditional Pub,51.5805937,-0.0322753,64.48276596
St James Street,51.5811716,-0.0322047,River Lee Flood Relief Channel,Pretty Decent,51.5826911,-0.0245938,553.98271665
St James Street,51.5811716,-0.0322047,River Lee Flood Relief Channel,Pretty Decent,51.5826911,-0.0245938,553.98271665
St James Street,51.5811716,-0.0322047,River Lee Flood Relief Channel,The Goose,51.5833767,-0.0191396,938.256551
St Johns,51.4690905,-0.0221846,River Ravensbourne,The Brookmill Pub,51.4708059,-0.0218807,192.01539685
St Johns,51.4690905,-0.0221846,River Ravensbourne,The Brookmill Pub,51.4708059,-0.0218807,192.01539685
St Johns,51.4690905,-0.0221846,River Ravensbourne,The Rising Sun,51.4655611,-0.0183026,476.40482614
St Johns,51.4690905,-0.0221846,River Ravensbourne,The Rising Sun,51.4655611,-0.0183026,476.40482614
St Johns,51.4690905,-0.0221846,River Ravensbourne,Royal Standard,51.4736211,-0.0272475,614.68324222
Stockwell,51.472211,-0.1225014,River Thames,Grosvenor Arms,51.4699105,-0.1172631,444.96171117
Stockwell,51.472211,-0.1225014,River Thames,Grosvenor Arms,51.4699105,-0.1172631,444.96171117
Stockwell,51.472211,-0.1225014,River Thames,The Phoenix,51.4687716,-0.1270502,496.31716152
Stockwell,51.472211,-0.1225014,River Thames,The Phoenix,51.4687716,-0.1270502,496.31716152
Stockwell,51.472211,-0.1225014,River Thames,The Priory Arms,51.4748429,-0.128315,498.90332677
Stoke Newington,51.5651868,-0.0727844,Coppermill Stream,The Wheatsheaf,51.5661351,-0.0722466,111.90341956
Stoke Newington,51.5651868,-0.0727844,Coppermill Stream,The Wheatsheaf,51.5661351,-0.0722466,111.90341956
Stoke Newington,51.5651868,-0.0727844,Coppermill Stream,The Bird Cage,51.5663124,-0.0726537,125.5607271
Stoke Newington,51.5651868,-0.0727844,Coppermill Stream,The Bird Cage,51.5663124,-0.0726537,125.5607271
Stoke Newington,51.5651868,-0.0727844,Coppermill Stream,Coach & Horses,51.5617228,-0.0735286,388.84102924
St Pancras International,51.5322106,-0.1276185,River Fleet,The Barrel Vault,51.5327455,-0.1262925,109.58113833
St Pancras International,51.5322106,-0.1276185,River Fleet,The Barrel Vault,51.5327455,-0.1262925,109.58113833
St Pancras International,51.5322106,-0.1276185,River Fleet,The Station Pantry,51.5316422,-0.1262534,113.89650534
St Pancras International,51.5322106,-0.1276185,River Fleet,The Station Pantry,51.5316422,-0.1262534,113.89650534
St Pancras International,51.5322106,-0.1276185,River Fleet,Betjeman Arms,51.5303041,-0.1247771,289.60272178
St. Paul's,51.5149144,-0.0975883,River Fleet,The Paternoster,51.5150683,-0.0983225,53.76586547
St. Paul's,51.5149144,-0.0975883,River Fleet,The Paternoster,51.5150683,-0.0983225,53.76586547
St. Paul's,51.5149144,-0.0975883,River Fleet,The Saint,51.5135985,-0.0940496,285.97103249
St. Paul's,51.5149144,-0.0975883,River Fleet,The Saint,51.5135985,-0.0940496,285.97103249
St. Paul's,51.5149144,-0.0975883,River Fleet,The Sea Horse,51.5121486,-0.0955817,337.77817179
Stratford,51.541289,-0.0035472,Channelsea River,The Abbey Tap,51.5402372,0.0002018,285.21257501
Stratford,51.541289,-0.0035472,Channelsea River,The Abbey Tap,51.5402372,0.0002018,285.21257501
Stratford,51.541289,-0.0035472,Channelsea River,The Cow,51.5421266,-0.0082335,338.21401231
Stratford,51.541289,-0.0035472,Channelsea River,The Cow,51.5421266,-0.0082335,338.21401231
Stratford,51.541289,-0.0035472,Channelsea River,The Sportsman,51.5424567,0.0028343,461.39661943
Stratford High Street,51.5376469,-0.0001288,Channelsea River,The Abbey Tap,51.5402372,0.0002018,289.10445298
Stratford High Street,51.5376469,-0.0001288,Channelsea River,The Abbey Tap,51.5402372,0.0002018,289.10445298
Stratford High Street,51.5376469,-0.0001288,Channelsea River,The Sportsman,51.5424567,0.0028343,573.26125977
Stratford High Street,51.5376469,-0.0001288,Channelsea River,The Sportsman,51.5424567,0.0028343,573.26125977
Stratford High Street,51.5376469,-0.0001288,Channelsea River,012 Bar & Grill Restaurant,51.542752,0.0032106,613.42206662
Stratford International,51.5447954,-0.0087494,Waterworks River,The Cow,51.5421266,-0.0082335,299.0763413
Stratford International,51.5447954,-0.0087494,Waterworks River,The Cow,51.5421266,-0.0082335,299.0763413
Stratford International,51.5447954,-0.0087494,Waterworks River,Mother Kelly's E20,51.5480468,-0.0099843,371.751376
Stratford International,51.5447954,-0.0087494,Waterworks River,Mother Kelly's E20,51.5480468,-0.0099843,371.751376
Stratford International,51.5447954,-0.0087494,Waterworks River,The Abbey Tap,51.5402372,0.0002018,801.76550831
Stratford International DLR,51.5457077,-0.009359,River Lea,Mother Kelly's E20,51.5480468,-0.0099843,263.83544119
Stratford International DLR,51.5457077,-0.009359,River Lea,Mother Kelly's E20,51.5480468,-0.0099843,263.83544119
Stratford International DLR,51.5457077,-0.009359,River Lea,The Cow,51.5421266,-0.0082335,406.00704906
Stratford International DLR,51.5457077,-0.009359,River Lea,The Cow,51.5421266,-0.0082335,406.00704906
Stratford International DLR,51.5457077,-0.009359,River Lea,The Abbey Tap,51.5402372,0.0002018,900.21479326
Streatham,51.4259609,-0.1313131,River Graveney,The Holland Tringham,51.4301098,-0.1298559,472.5870569
Streatham,51.4259609,-0.1313131,River Graveney,The Holland Tringham,51.4301098,-0.1298559,472.5870569
Streatham,51.4259609,-0.1313131,River Graveney,The Leigham Arms,51.4301215,-0.1271884,544.57885379
Streatham,51.4259609,-0.1313131,River Graveney,The Leigham Arms,51.4301215,-0.1271884,544.57885379
Streatham,51.4259609,-0.1313131,River Graveney,The White Lion,51.4307931,-0.1296637,549.71603562
Streatham Common,51.4185662,-0.1359263,River Graveney,The Pied Bull,51.4194298,-0.1282304,543.90764981
Streatham Common,51.4185662,-0.1359263,River Graveney,The Pied Bull,51.4194298,-0.1282304,543.90764981
Streatham Common,51.4185662,-0.1359263,River Graveney,The Furzedown,51.4242687,-0.1420041,762.39652385
Streatham Common,51.4185662,-0.1359263,River Graveney,The Furzedown,51.4242687,-0.1420041,762.39652385
Streatham Common,51.4185662,-0.1359263,River Graveney,Purkins,51.4167786,-0.1525765,1175.23080712
Sundridge Park,51.4139567,0.021475,River Quaggy,Prince Frederick,51.4158922,0.0198492,243.23411483
Sundridge Park,51.4139567,0.021475,River Quaggy,Prince Frederick,51.4158922,0.0198492,243.23411483
Sundridge Park,51.4139567,0.021475,River Quaggy,Red Lion,51.4099845,0.0217378,442.30976741
Sundridge Park,51.4139567,0.021475,River Quaggy,Red Lion,51.4099845,0.0217378,442.30976741
Sundridge Park,51.4139567,0.021475,River Quaggy,The White Horse,51.4097827,0.0210575,465.29074891
Surrey Quays,51.4934207,-0.0478319,River Thames,The Moby Dick,51.4954636,-0.0395511,618.37847946
Surrey Quays,51.4934207,-0.0478319,River Thames,The Moby Dick,51.4954636,-0.0395511,618.37847946
Surrey Quays,51.4934207,-0.0478319,River Thames,EeBria,51.4913821,-0.0587851,793.81434936
Surrey Quays,51.4934207,-0.0478319,River Thames,EeBria,51.4913821,-0.0587851,793.81434936
Surrey Quays,51.4934207,-0.0478319,River Thames,Battersea Brewery,51.491708,-0.0595038,832.72938917
Sydenham,51.427742,-0.0542215,Pool River,The Pavillion,51.4267585,-0.0549107,119.45967837
Sydenham,51.427742,-0.0542215,Pool River,The Pavillion,51.4267585,-0.0549107,119.45967837
Sydenham,51.427742,-0.0542215,Pool River,The Greyhound,51.4270033,-0.0555319,122.72240495
Sydenham,51.427742,-0.0542215,Pool River,The Greyhound,51.4270033,-0.0555319,122.72240495
Sydenham,51.427742,-0.0542215,Pool River,Fox's,51.4309935,-0.0598895,535.02768673
Temple,51.5109659,-0.1143345,River Thames,The Cheshire Cheese,51.5123895,-0.1131849,177.35787293
Temple,51.5109659,-0.1143345,River Thames,The Cheshire Cheese,51.5123895,-0.1131849,177.35787293
Temple,51.5109659,-0.1143345,River Thames,The Riverfront pub,51.5072244,-0.1157002,426.93362511
Temple,51.5109659,-0.1143345,River Thames,The Riverfront pub,51.5072244,-0.1157002,426.93362511
Temple,51.5109659,-0.1143345,River Thames,The George IV,51.5147063,-0.1168421,451.09253478
Tooting,51.4198567,-0.1613148,River Graveney,Gorringe Park,51.4195338,-0.1616491,42.79443947
Tooting,51.4198567,-0.1613148,River Graveney,Gorringe Park,51.4195338,-0.1616491,42.79443947
Tooting,51.4198567,-0.1613148,River Graveney,Ramble Inn,51.4226708,-0.1601958,322.61716654
Tooting,51.4198567,-0.1613148,River Graveney,Ramble Inn,51.4226708,-0.1601958,322.61716654
Tooting,51.4198567,-0.1613148,River Graveney,North Mitcham Association Club,51.4172055,-0.1533658,626.71734282
Tooting Bec,51.4356228,-0.1597188,River Graveney,Rose and Crown,51.4330224,-0.1543083,474.6193482
Tooting Bec,51.4356228,-0.1597188,River Graveney,Rose and Crown,51.4330224,-0.1543083,474.6193482
Tooting Bec,51.4356228,-0.1597188,River Graveney,The Castle,51.4285893,-0.1677325,960.69112461
Tooting Bec,51.4356228,-0.1597188,River Graveney,The Castle,51.4285893,-0.1677325,960.69112461
Tooting Bec,51.4356228,-0.1597188,River Graveney,The Cyclist,51.4437389,-0.1528177,1022.55065429
Tooting Broadway,51.4277387,-0.1682905,River Graveney,J.J. Moon's,51.4279059,-0.168504,23.80186702
Tooting Broadway,51.4277387,-0.1682905,River Graveney,J.J. Moon's,51.4279059,-0.168504,23.80186702
Tooting Broadway,51.4277387,-0.1682905,River Graveney,The Castle,51.4285893,-0.1677325,102.28318559
Tooting Broadway,51.4277387,-0.1682905,River Graveney,The Castle,51.4285893,-0.1677325,102.28318559
Tooting Broadway,51.4277387,-0.1682905,River Graveney,Tooting Tram & Social,51.426693,-0.1667803,156.74106999
Tottenham Court Road,51.515401,-0.1305917,River Thames,Royal George,51.5151393,-0.130809,32.79168558
Tottenham Court Road,51.515401,-0.1305917,River Thames,Royal George,51.5151393,-0.130809,32.79168558
Tottenham Court Road,51.5159715,-0.1305125,River Thames,The Flying Horse,51.5165109,-0.1307587,62.39864944
Tottenham Court Road,51.5159715,-0.1305125,River Thames,The Flying Horse,51.5165109,-0.1307587,62.39864944
Tottenham Court Road,51.5159715,-0.1305125,River Thames,Royal George,51.5151393,-0.130809,94.84908478
Tottenham Court Road,51.5159715,-0.1305125,River Thames,Royal George,51.5151393,-0.130809,94.84908478
Tottenham Court Road,51.515401,-0.1305917,River Thames,The Flying Horse,51.5165109,-0.1307587,124.02835271
Tottenham Court Road,51.515401,-0.1305917,River Thames,The Flying Horse,51.5165109,-0.1307587,124.02835271
Tottenham Court Road,51.5159715,-0.1305125,River Thames,Bradley's Spanish Bar,51.5165329,-0.1326779,162.77374466
Tottenham Court Road,51.515401,-0.1305917,River Thames,Bradley's Spanish Bar,51.5165329,-0.1326779,191.91369953
Tottenham Hale,51.5881223,-0.0599366,Pymmes Brook,Mother Kelly's,51.5901221,-0.0615959,250.45822276
Tottenham Hale,51.5881223,-0.0599366,Pymmes Brook,Mother Kelly's,51.5901221,-0.0615959,250.45822276
Tottenham Hale,51.5881223,-0.0599366,Pymmes Brook,Mannions Prince Arthur,51.5847587,-0.0642382,478.4739226
Tottenham Hale,51.5881223,-0.0599366,Pymmes Brook,Mannions Prince Arthur,51.5847587,-0.0642382,478.4739226
