station_name,station_lat,station_lon,nearest_river,pub_name,pub_lat,pub_lon,distance_to_pub_m
Monks Brook Halt,50.9587312,-1.3690152,Monks Brook,Good Companions,50.9697089,-1.3593186,1398.38124689
Monks Brook Halt,50.9587312,-1.3690152,Monks Brook,Good Companions,50.9697089,-1.3593186,1398.38124689
Monks Brook Halt,50.9587312,-1.3690152,Monks Brook,The Spitfire,50.9683291,-1.3533011,1535.83799368
Monks Brook Halt,50.9587312,-1.3690152,Monks Brook,The Spitfire,50.9683291,-1.3533011,1535.83799368
Monks Brook Halt,50.9587312,-1.3690152,Monks Brook,Steam Town Brew Co.,50.9702599,-1.3464872,2037.05546348
Montpelier,51.4683479,-2.5886798,River Frome,Canteen,51.4629405,-2.5896689,605.52589581
Montpelier,51.4683479,-2.5886798,River Frome,Canteen,51.4629405,-2.5896689,605.52589581
Montpelier,51.4683479,-2.5886798,River Frome,Brewers Fayre,51.4579032,-2.5936977,1213.24537287
Montpelier,51.4683479,-2.5886798,River Frome,Brewers Fayre,51.4579032,-2.5936977,1213.24537287
Montpelier,51.4683479,-2.5886798,River Frome,The Ill Repute,51.4565351,-2.5792263,1469.32541366
Monument,51.5106328,-0.0861271,River Thames,The Hydrant,51.5102756,-0.0862062,40.11898409
Monument,51.5106328,-0.0861271,River Thames,The Hydrant,51.5102756,-0.0862062,40.11898409
Monument,51.5106328,-0.0861271,River Thames,The Monument,51.5100863,-0.0862828,61.75588756
Monument,51.5106328,-0.0861271,River Thames,The Monument,51.5100863,-0.0862828,61.75588756
Monument,51.5106328,-0.0861271,River Thames,The Britannia,51.5099446,-0.085924,77.855249
Moorgate,51.5182516,-0.0890625,River Thames,Keats at the Globe,51.5178081,-0.0886388,57.44301262
Moorgate,51.5182516,-0.0890625,River Thames,Keats at the Globe,51.5178081,-0.0886388,57.44301262
Moorgate,51.5182516,-0.0890625,River Thames,Bangers,51.5189603,-0.0860074,226.24570893
Moorgate,51.5182516,-0.0890625,River Thames,Bangers,51.5189603,-0.0860074,226.24570893
Moorgate,51.5182516,-0.0890625,River Thames,The Telegraph,51.5157141,-0.0886215,283.9723589
Moor Park,51.6297793,-0.4321576,River Colne,White Bear,51.634092,-0.4671166,2467.65613765
Moor Park,51.6297793,-0.4321576,River Colne,White Bear,51.634092,-0.4671166,2467.65613765
Moor Park,51.6297793,-0.4321576,River Colne,Rising Sun,51.6516528,-0.4240702,2497.22475876
Moor Park,51.6297793,-0.4321576,River Colne,Rising Sun,51.6516528,-0.4240702,2497.22475876
Moor Park,51.6297793,-0.4321576,River Colne,The Shamrock,51.6516662,-0.42206,2533.49071055
Morchard Road,50.8317005,-3.7761159,River Yeo,The Devonshire Dumpling,50.8301732,-3.7746784,197.79855475
Morchard Road,50.8317005,-3.7761159,River Yeo,The Devonshire Dumpling,50.8301732,-3.7746784,197.79855475
Morchard Road,50.8317005,-3.7761159,River Yeo,London Inn,50.8539045,-3.7488887,3127.14885882
Morchard Road,50.8317005,-3.7761159,River Yeo,London Inn,50.8539045,-3.7488887,3127.14885882
Morchard Road,50.8317005,-3.7761159,River Yeo,Waie Inn,50.8195494,-3.8166731,3161.25843889
Morden,51.4027615,-0.1947552,River Wandle,Ganley's Irish Bar,51.4024188,-0.1935054,94.96192246
Morden,51.4027615,-0.1947552,River Wandle,Ganley's Irish Bar,51.4024188,-0.1935054,94.96192246
Morden,51.4027615,-0.1947552,River Wandle,The Royal Surrey,51.4028738,-0.1918306,203.9005103
Morden,51.4027615,-0.1947552,River Wandle,The Royal Surrey,51.4028738,-0.1918306,203.9005103
Morden,51.4027615,-0.1947552,River Wandle,Prince of Wales,51.4107626,-0.1927304,901.25137226
Morden South,51.395678,-0.1992399,River Wandle,Ganley's Irish Bar,51.4024188,-0.1935054,849.52938806
Morden South,51.395678,-0.1992399,River Wandle,Ganley's Irish Bar,51.4024188,-0.1935054,849.52938806
Morden South,51.395678,-0.1992399,River Wandle,The Royal Surrey,51.4028738,-0.1918306,952.26273224
Morden South,51.395678,-0.1992399,River Wandle,The Royal Surrey,51.4028738,-0.1918306,952.26273224
Morden South,51.395678,-0.1992399,River Wandle,The Morden Brook,51.3910884,-0.2218995,1657.76216118
Moreton,50.701118,-2.3138473,River Frome,Black Dog,50.6769658,-2.380889,5446.38109574
Moreton,50.701118,-2.3138473,River Frome,Black Dog,50.6769658,-2.380889,5446.38109574
Moreton,50.701118,-2.3138473,River Frome,Royal Oak,50.7779653,-2.2830655,8820.57195578
Moreton,50.701118,-2.3138473,River Frome,Royal Oak,50.7779653,-2.2830655,8820.57195578
Moreton,50.701118,-2.3138473,River Frome,Drax Arms,50.7534486,-2.2182836,8911.73072658
Mornington Crescent,51.5340608,-0.1380918,River Fleet,Escape Sports Bar & Restaurant,51.5327738,-0.1373878,151.2932072
Mornington Crescent,51.5340608,-0.1380918,River Fleet,Escape Sports Bar & Restaurant,51.5327738,-0.1373878,151.2932072
Mornington Crescent,51.5340608,-0.1380918,River Fleet,Eastnor Castle,51.5333448,-0.1342188,280.30270126
Mornington Crescent,51.5340608,-0.1380918,River Fleet,Eastnor Castle,51.5333448,-0.1342188,280.30270126
Mornington Crescent,51.5340608,-0.1380918,River Fleet,White mustache,51.5303666,-0.1411399,462.24181775
Mortlake,51.4680644,-0.2673708,River Thames,The Sun Inn,51.4734842,-0.2473424,1516.69045759
Mortlake,51.4680644,-0.2673708,River Thames,The Sun Inn,51.4734842,-0.2473424,1516.69045759
Mortlake,51.4680644,-0.2673708,River Thames,Kew Gardens Hotel,51.4761163,-0.2868702,1624.25465535
Mortlake,51.4680644,-0.2673708,River Thames,Kew Gardens Hotel,51.4761163,-0.2868702,1624.25465535
Mortlake,51.4680644,-0.2673708,River Thames,The Bull's Head,51.4844753,-0.2783571,1978.95962866
Motspur Park,51.3948747,-0.2396076,Beverley Brook,The Watchman,51.3988707,-0.2552182,1173.89513618
Motspur Park,51.3948747,-0.2396076,Beverley Brook,The Watchman,51.3988707,-0.2552182,1173.89513618
Motspur Park,51.3948747,-0.2396076,Beverley Brook,The Morden Brook,51.3910884,-0.2218995,1302.53525801
Motspur Park,51.3948747,-0.2396076,Beverley Brook,The Morden Brook,51.3910884,-0.2218995,1302.53525801
Motspur Park,51.3948747,-0.2396076,Beverley Brook,The Glasshouse,51.4043231,-0.2572003,1613.68572307
Mottingham,51.4402515,0.0499618,River Quaggy,The Rusty Bucket,51.450381,0.0521384,1137.08988077
Mottingham,51.4402515,0.0499618,River Quaggy,The Rusty Bucket,51.450381,0.0521384,1137.08988077
Mottingham,51.4402515,0.0499618,River Quaggy,Old Post Office,51.4503207,0.0539598,1154.23442165
Mottingham,51.4402515,0.0499618,River Quaggy,Old Post Office,51.4503207,0.0539598,1154.23442165
Mottingham,51.4402515,0.0499618,River Quaggy,The Banker's Draft,51.4505808,0.0522782,1160.43389703
Mottisfont & Dunbridge,51.033863,-1.5468958,River Dun,Bear & Ragged Staff,51.0307907,-1.5231656,1699.37352894
Mottisfont & Dunbridge,51.033863,-1.5468958,River Dun,Bear & Ragged Staff,51.0307907,-1.5231656,1699.37352894
Mottisfont & Dunbridge,51.033863,-1.5468958,River Dun,The Goat,51.0266526,-1.5134958,2476.58091208
Mottisfont & Dunbridge,51.033863,-1.5468958,River Dun,The Goat,51.0266526,-1.5134958,2476.58091208
Mottisfont & Dunbridge,51.033863,-1.5468958,River Dun,The John o' Gaunt Inn,51.0720977,-1.5079732,5053.84025346
Mountain Ash,51.6817619,-3.376667,River Cynon,Mountain Ash Workmens Club and Institute,51.6822501,-3.3785539,141.35737805
Mountain Ash,51.6817619,-3.376667,River Cynon,Mountain Ash Workmens Club and Institute,51.6822501,-3.3785539,141.35737805
Mountain Ash,51.6817619,-3.376667,River Cynon,The Nixon's Club,51.6804418,-3.3768283,147.29911591
Mountain Ash,51.6817619,-3.376667,River Cynon,The Nixon's Club,51.6804418,-3.3768283,147.29911591
Mountain Ash,51.6817619,-3.376667,River Cynon,The Duffryn,51.6830245,-3.379232,226.28755988
Mudchute,51.4915188,-0.0149135,River Thames,The Space Bar,51.4921523,-0.0241157,642.99428764
Mudchute,51.4915188,-0.0149135,River Thames,The Space Bar,51.4921523,-0.0241157,642.99428764
Mudchute,51.4915188,-0.0149135,River Thames,The Sail Loft,51.4830101,-0.0141616,948.09703953
Mudchute,51.4915188,-0.0149135,River Thames,The Sail Loft,51.4830101,-0.0141616,948.09703953
Mudchute,51.4915188,-0.0149135,River Thames,The Gipsy Moth,51.4822685,-0.0097961,1088.82149806
Mungo's Central Station,50.8231964,0.1635615,Cuckmere,Star Inn,50.8076739,0.1565319,1796.45869206
Mungo's Central Station,50.8231964,0.1635615,Cuckmere,Star Inn,50.8076739,0.1565319,1796.45869206
Mungo's Central Station,50.8231964,0.1635615,Cuckmere,Six Bells,50.8070404,0.1568826,1857.88629819
Mungo's Central Station,50.8231964,0.1635615,Cuckmere,Six Bells,50.8070404,0.1568826,1857.88629819
Mungo's Central Station,50.8231964,0.1635615,Cuckmere,Long Man Inn,50.8219756,0.1937203,2129.47619095
Nailsea and Backwell,51.4196718,-2.7496898,Land Yeo,Rising Sun,51.409127,-2.7473331,1184.57586158
Nailsea and Backwell,51.4196718,-2.7496898,Land Yeo,Rising Sun,51.409127,-2.7473331,1184.57586158
Nailsea and Backwell,51.4196718,-2.7496898,Land Yeo,The George,51.4196092,-2.7244033,1759.00766555
Nailsea and Backwell,51.4196718,-2.7496898,Land Yeo,The George,51.4196092,-2.7244033,1759.00766555
Nailsea and Backwell,51.4196718,-2.7496898,Land Yeo,The Jubilee Inn,51.4213642,-2.6991952,3517.50988274
Nappers Halt,50.4612092,-3.7025233,Dart,The White Hart,50.4513488,-3.6937585,1261.15035446
Nappers Halt,50.4612092,-3.7025233,Dart,The White Hart,50.4513488,-3.6937585,1261.15035446
Nappers Halt,50.4612092,-3.7025233,Dart,Tally Ho,50.4519174,-3.6734066,2311.65390382
Nappers Halt,50.4612092,-3.7025233,Dart,Tally Ho,50.4519174,-3.6734066,2311.65390382
Nappers Halt,50.4612092,-3.7025233,Dart,The Pig and Whistle,50.4516764,-3.6651971,2854.94620006
Neasden,51.5543358,-0.250749,River Brent,Tiffty Tom's,51.5594154,-0.2501576,566.63722091
Neasden,51.5543358,-0.250749,River Brent,Tiffty Tom's,51.5594154,-0.2501576,566.63722091
Neasden,51.5543358,-0.250749,River Brent,Katie's Bar,51.5604669,-0.2526225,694.40414888
Neasden,51.5543358,-0.250749,River Brent,Katie's Bar,51.5604669,-0.2526225,694.40414888
Neasden,51.5543358,-0.250749,River Brent,Tony's,51.54892,-0.2415688,876.66014551
Neath,51.6621839,-3.8070189,River Neath,The David Protheroe,51.6618386,-3.8062919,63.29669596
Neath,51.6621839,-3.8070189,River Neath,The David Protheroe,51.6618386,-3.8062919,63.29669596
Neath,51.6621839,-3.8070189,River Neath,The Canterbury Arms,51.6615677,-3.8037389,237.08618372
Neath,51.6621839,-3.8070189,River Neath,The Canterbury Arms,51.6615677,-3.8037389,237.08618372
Neath,51.6621839,-3.8070189,River Neath,St Ives Inn,51.6640772,-3.8035811,317.73481016
Needham Market,52.1526149,1.0555379,River Gipping,The Rampant Horse,52.1519943,1.054113,119.49889183
Needham Market,52.1526149,1.0555379,River Gipping,The Rampant Horse,52.1519943,1.054113,119.49889183
Needham Market,52.1526149,1.0555379,River Gipping,The Swan,52.1518741,1.0534295,166.19153543
Needham Market,52.1526149,1.0555379,River Gipping,The Swan,52.1518741,1.0534295,166.19153543
Needham Market,52.1526149,1.0555379,River Gipping,Bugs Bar,52.1548314,1.0506045,418.13525342
New Barnet,51.6482779,-0.1726236,Pymmes Brook,The Railway Tavern,51.650097,-0.17465,246.24122012
New Barnet,51.6482779,-0.1726236,Pymmes Brook,The Railway Tavern,51.650097,-0.17465,246.24122012
New Barnet,51.6482779,-0.1726236,Pymmes Brook,The Builders Arms,51.6507828,-0.1730982,280.62605082
New Barnet,51.6482779,-0.1726236,Pymmes Brook,The Builders Arms,51.6507828,-0.1730982,280.62605082
New Barnet,51.6482779,-0.1726236,Pymmes Brook,The Cock Inn,51.654469,-0.154481,1432.18276276
New Beckenham,51.4169395,-0.0352069,Pool River,Kent House Tavern,51.4164144,-0.045372,709.56525506
New Beckenham,51.4169395,-0.0352069,Pool River,Kent House Tavern,51.4164144,-0.045372,709.56525506
New Beckenham,51.4169395,-0.0352069,Pool River,Three Hounds,51.4085153,-0.0391288,976.15496837
New Beckenham,51.4169395,-0.0352069,Pool River,Three Hounds,51.4085153,-0.0391288,976.15496837
New Beckenham,51.4169395,-0.0352069,Pool River,Patrick's,51.4106029,-0.0247443,1013.33187352
Newbridge,51.6653896,-3.1431855,Ebbw River,Newbridge Hotel,51.6646756,-3.1459748,208.70059091
Newbridge,51.6653896,-3.1431855,Ebbw River,Newbridge Hotel,51.6646756,-3.1459748,208.70059091
Newbridge,51.6653896,-3.1431855,Ebbw River,The Otter,51.6622976,-3.1398958,412.50349869
Newbridge,51.6653896,-3.1431855,Ebbw River,The Otter,51.6622976,-3.1398958,412.50349869
Newbridge,51.6653896,-3.1431855,Ebbw River,The Red Lion,51.6635165,-3.1535679,747.9806247
Newbury,51.3975325,-1.322751,River Kennet,The Lion,51.4037747,-1.3268308,750.27658367
Newbury,51.3975325,-1.322751,River Kennet,The Lion,51.4037747,-1.3268308,750.27658367
Newbury,51.3975325,-1.322751,River Kennet,The Clock Tower Inn,51.4053489,-1.3249643,883.15577144
Newbury,51.3975325,-1.322751,River Kennet,The Clock Tower Inn,51.4053489,-1.3249643,883.15577144
Newbury,51.3975325,-1.322751,River Kennet,The Crucible,51.3991318,-1.3070398,1107.80228563
Newbury Park,51.5754985,0.0899693,Seven Kings Water,The Chequers,51.5884349,0.0810853,1565.49851708
Newbury Park,51.5754985,0.0899693,Seven Kings Water,The Chequers,51.5884349,0.0810853,1565.49851708
Newbury Park,51.5754985,0.0899693,Seven Kings Water,The Hawbush,51.5814345,0.1167026,1967.35052228
Newbury Park,51.5754985,0.0899693,Seven Kings Water,The Hawbush,51.5814345,0.1167026,1967.35052228
Newbury Park,51.5754985,0.0899693,Seven Kings Water,General Havelock,51.5598078,0.0765491,1978.24738816
Newbury Racecourse,51.398654,-1.306971,River Kennet,The Crucible,51.3991318,-1.3070398,53.37327171
Newbury Racecourse,51.398654,-1.306971,River Kennet,The Crucible,51.3991318,-1.3070398,53.37327171
Newbury Racecourse,51.398654,-1.306971,River Kennet,The Clock Tower Inn,51.4053489,-1.3249643,1456.93415868
Newbury Racecourse,51.398654,-1.306971,River Kennet,The Clock Tower Inn,51.4053489,-1.3249643,1456.93415868
Newbury Racecourse,51.398654,-1.306971,River Kennet,The Lion,51.4037747,-1.3268308,1494.87160723
Newcourt,50.7027216,-3.4725586,River Clyst,Exeter Inn,50.6870161,-3.4682824,1773.05162149
Newcourt,50.7027216,-3.4725586,River Clyst,Exeter Inn,50.6870161,-3.4682824,1773.05162149
Newcourt,50.7027216,-3.4725586,River Clyst,Lord Nelson Inn,50.6853821,-3.4671305,1966.64980037
Newcourt,50.7027216,-3.4725586,River Clyst,Lord Nelson Inn,50.6853821,-3.4671305,1966.64980037
Newcourt,50.7027216,-3.4725586,River Clyst,The Tally Ho!,50.7031192,-3.5025077,2116.21641368
New Cross,51.4763706,-0.0326237,River Ravensbourne,Amersham Arms,51.4757315,-0.0325764,71.18048982
New Cross,51.4763706,-0.0326237,River Ravensbourne,Amersham Arms,51.4757315,-0.0325764,71.18048982
New Cross,51.4763706,-0.0326237,River Ravensbourne,The Shirker's Rest,51.4754484,-0.0356579,234.45014626
New Cross,51.4763706,-0.0326237,River Ravensbourne,The Shirker's Rest,51.4754484,-0.0356579,234.45014626
New Cross,51.4763706,-0.0326237,River Ravensbourne,Marquis of Granby,51.4755875,-0.0359293,245.63402336
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,New Cross Inn,51.4757953,-0.0370911,238.40371178
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,New Cross Inn,51.4757953,-0.0370911,238.40371178
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,Marquis of Granby,51.4755875,-0.0359293,314.27386329
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,Marquis of Granby,51.4755875,-0.0359293,314.27386329
New Cross Gate,51.4752983,-0.0404289,River Ravensbourne,The Shirker's Rest,51.4754484,-0.0356579,331.89962166
Newhaven Harbour,50.7898002,0.0551622,Ouse,The Jolly Boatman,50.7969914,0.0446773,1089.26691152
Newhaven Harbour,50.7898002,0.0551622,Ouse,The Jolly Boatman,50.7969914,0.0446773,1089.26691152
Newhaven Harbour,50.7898002,0.0551622,Ouse,Flying Fish,50.8034899,0.0622876,1603.62292311
Newhaven Harbour,50.7898002,0.0551622,Ouse,Flying Fish,50.8034899,0.0622876,1603.62292311
Newhaven Harbour,50.7898002,0.0551622,Ouse,Hampden Arms,50.8065683,0.0577399,1874.18911615
Newhaven Town,50.7949162,0.0551243,Ouse,The Jolly Boatman,50.7969914,0.0446773,771.89680106
Newhaven Town,50.7949162,0.0551243,Ouse,The Jolly Boatman,50.7969914,0.0446773,771.89680106
Newhaven Town,50.7949162,0.0551243,Ouse,Flying Fish,50.8034899,0.0622876,1079.22602472
Newhaven Town,50.7949162,0.0551243,Ouse,Flying Fish,50.8034899,0.0622876,1079.22602472
Newhaven Town,50.7949162,0.0551243,Ouse,Hampden Arms,50.8065683,0.0577399,1309.28130209
New Hythe,51.3128389,0.4551387,River Medway,Bricklayers Arms,51.3107623,0.4494472,459.19726481
New Hythe,51.3128389,0.4551387,River Medway,Bricklayers Arms,51.3107623,0.4494472,459.19726481
New Hythe,51.3128389,0.4551387,River Medway,Kilnbarn,51.2943573,0.4557863,2056.6494103
New Hythe,51.3128389,0.4551387,River Medway,Kilnbarn,51.2943573,0.4557863,2056.6494103
New Hythe,51.3128389,0.4551387,River Medway,The Little Gem,51.3035424,0.4808518,2069.9346741
New Malden,51.4039615,-0.2557593,Beverley Brook,The Glasshouse,51.4043231,-0.2572003,108.04282986
New Malden,51.4039615,-0.2557593,Beverley Brook,The Glasshouse,51.4043231,-0.2572003,108.04282986
New Malden,51.4039615,-0.2557593,Beverley Brook,The Watchman,51.3988707,-0.2552182,567.6321561
New Malden,51.4039615,-0.2557593,Beverley Brook,The Watchman,51.3988707,-0.2552182,567.6321561
New Malden,51.4039615,-0.2557593,Beverley Brook,Raynes Park Tavern,51.4096476,-0.2301826,1888.77141404
Newmills,50.6404994,-4.4060469,River Kensey,Eliot Arms,50.6285869,-4.4077668,1330.73630332
Newmills,50.6404994,-4.4060469,River Kensey,Eliot Arms,50.6285869,-4.4077668,1330.73630332
Newmills,50.6404994,-4.4060469,River Kensey,Westgate Inn,50.6356556,-4.3613053,3210.66492718
Newmills,50.6404994,-4.4060469,River Kensey,Westgate Inn,50.6356556,-4.3613053,3210.66492718
Newmills,50.6404994,-4.4060469,River Kensey,Bell Inn,50.6380358,-4.3604752,3235.39688418
New Milton,50.7557623,-1.6576697,Walkford Brook,The Hourglass Micropub,50.7553749,-1.6566565,83.48121968
New Milton,50.7557623,-1.6576697,Walkford Brook,The Hourglass Micropub,50.7553749,-1.6566565,83.48121968
New Milton,50.7557623,-1.6576697,Walkford Brook,Wellingtons,50.7553866,-1.6559142,130.73868938
New Milton,50.7557623,-1.6576697,Walkford Brook,Wellingtons,50.7553866,-1.6559142,130.73868938
New Milton,50.7557623,-1.6576697,Walkford Brook,The Wheatsheaf,50.7475004,-1.6639545,1020.50560027
Newport,51.5887675,-3.000425,River Usk,The John Wallace Linton,51.588945,-2.9980773,163.90238602
Newport,51.5887675,-3.000425,River Usk,The John Wallace Linton,51.588945,-2.9980773,163.90238602
Newport,51.5887675,-3.000425,River Usk,Ye Olde Murenger House,51.5893428,-2.9973446,222.87631614
Newport,51.5887675,-3.000425,River Usk,Ye Olde Murenger House,51.5893428,-2.9973446,222.87631614
Newport,51.5887675,-3.000425,River Usk,The Lamb,51.5878339,-2.9974922,228.26420364
Newquay,50.4144421,-5.0751286,Gannel,Steam,50.4162775,-5.0755603,206.45731907
Newquay,50.4144421,-5.0751286,Gannel,Steam,50.4162775,-5.0755603,206.45731907
Newquay,50.4144421,-5.0751286,Gannel,Lost Brewing Co,50.414041,-5.0788831,270.56584876
Newquay,50.4144421,-5.0751286,Gannel,Lost Brewing Co,50.414041,-5.0788831,270.56584876
Newquay,50.4144421,-5.0751286,Gannel,The Lanherne Pub & Restaurant,50.4139738,-5.0708921,305.59408613
New Romney,50.9859473,0.954204,New Romney Main Sewer,Warren Inn,50.9923852,0.9504523,763.11153711
New Romney,50.9859473,0.954204,New Romney Main Sewer,Warren Inn,50.9923852,0.9504523,763.11153711
New Romney,50.9859473,0.954204,New Romney Main Sewer,Unnamed pub,50.9957763,0.9559755,1100.50888107
New Romney,50.9859473,0.954204,New Romney Main Sewer,Unnamed pub,50.9957763,0.9559755,1100.50888107
New Romney,50.9859473,0.954204,New Romney Main Sewer,Star Inn,51.0135538,0.9428318,3173.2335852
New Southgate,51.613804,-0.1428091,Pymmes Brook,Arnos Arms,51.6161752,-0.1320087,793.25231139
New Southgate,51.613804,-0.1428091,Pymmes Brook,Arnos Arms,51.6161752,-0.1320087,793.25231139
New Southgate,51.613804,-0.1428091,Pymmes Brook,The Ranelagh,51.6087366,-0.1271943,1219.77519881
New Southgate,51.613804,-0.1428091,Pymmes Brook,The Ranelagh,51.6087366,-0.1271943,1219.77519881
New Southgate,51.613804,-0.1428091,Pymmes Brook,Furlong,51.5997639,-0.1476478,1597.66243441
Newton Abbot,50.5301513,-3.5992265,River Lemon,The Railway Inn,50.530378,-3.5996761,40.64704286
Newton Abbot,50.5301513,-3.5992265,River Lemon,The Railway Inn,50.530378,-3.5996761,40.64704286
Newton Abbot,50.5301513,-3.5992265,River Lemon,The Taphouse & Bottle Shop at Tuckers Maltings,50.5319741,-3.5993986,203.13379897
Newton Abbot,50.5301513,-3.5992265,River Lemon,The Taphouse & Bottle Shop at Tuckers Maltings,50.5319741,-3.5993986,203.13379897
Newton Abbot,50.5301513,-3.5992265,River Lemon,Ye Old Cider Bar,50.5289519,-3.6079925,635.71311962
Newton St Cyres,50.7787397,-3.5890083,River Creedy,The Beer Engine,50.7791456,-3.5897045,66.70855804
Newton St Cyres,50.7787397,-3.5890083,River Creedy,The Beer Engine,50.7791456,-3.5897045,66.70855804
Newton St Cyres,50.7787397,-3.5890083,River Creedy,Red Lion Inn,50.8005351,-3.6092609,2813.93491161
Newton St Cyres,50.7787397,-3.5890083,River Creedy,Red Lion Inn,50.8005351,-3.6092609,2813.93491161
Newton St Cyres,50.7787397,-3.5890083,River Creedy,The Stables,50.7546072,-3.5542833,3634.37008879
Nine Elms,51.4801837,-0.1296937,River Thames,The Nottingham Castle,51.4787002,-0.1288063,176.18815899
Nine Elms,51.4801837,-0.1296937,River Thames,The Nottingham Castle,51.4787002,-0.1288063,176.18815899
Nine Elms,51.4801837,-0.1296937,River Thames,Nolan's,51.4795759,-0.1259483,268.84058323
Nine Elms,51.4801837,-0.1296937,River Thames,Nolan's,51.4795759,-0.1259483,268.84058323
Nine Elms,51.4801837,-0.1296937,River Thames,The Cavendish Arms,51.4764537,-0.1276913,437.68648154
Ninian Park,51.4765408,-3.2013886,River Ely,The Lansdowne,51.4795144,-3.2073167,528.27152337
Ninian Park,51.4765408,-3.2013886,River Ely,The Lansdowne,51.4795144,-3.2073167,528.27152337
Ninian Park,51.4765408,-3.2013886,River Ely,The Ivor Davies,51.4813232,-3.2003875,536.6037329
Ninian Park,51.4765408,-3.2013886,River Ely,The Ivor Davies,51.4813232,-3.2003875,536.6037329
Ninian Park,51.4765408,-3.2013886,River Ely,Kings Castle,51.4815724,-3.1960867,670.11212172
Norbiton,51.4123032,-0.2840976,Hogsmill River,Norbiton,51.4136968,-0.2890233,376.13643978
Norbiton,51.4123032,-0.2840976,Hogsmill River,Norbiton,51.4136968,-0.2890233,376.13643978
Norbiton,51.4123032,-0.2840976,Hogsmill River,The Bull & Bush,51.4081708,-0.28964,600.06610124
Norbiton,51.4123032,-0.2840976,Hogsmill River,The Bull & Bush,51.4081708,-0.28964,600.06610124
Norbiton,51.4123032,-0.2840976,Hogsmill River,The Park Tavern,51.4195033,-0.2875532,836.35090612
Norbury,51.4113697,-0.1218018,River Graveney,The Pied Bull,51.4194298,-0.1282304,1002.0737236
Norbury,51.4113697,-0.1218018,River Graveney,The Pied Bull,51.4194298,-0.1282304,1002.0737236
Norbury,51.4113697,-0.1218018,River Graveney,Welcome Inn,51.4074239,-0.1050308,1246.73935583
Norbury,51.4113697,-0.1218018,River Graveney,Welcome Inn,51.4074239,-0.1050308,1246.73935583
Norbury,51.4113697,-0.1218018,River Graveney,The Furzedown,51.4242687,-0.1420041,2008.62852084
Norchard,51.7357697,-2.5395674,Lyd,The Swan Hotel,51.7262638,-2.5311072,1208.4144857
Norchard,51.7357697,-2.5395674,Lyd,The Swan Hotel,51.7262638,-2.5311072,1208.4144857
Norchard,51.7357697,-2.5395674,Lyd,The Miner's Arms,51.7534281,-2.5528112,2167.21877069
Norchard,51.7357697,-2.5395674,Lyd,The Miner's Arms,51.7534281,-2.5528112,2167.21877069
Norchard,51.7357697,-2.5395674,Lyd,The George Inn,51.714597,-2.5544875,2571.43222536
Normans Bay,50.8260497,0.3895764,Waller's Haven,The Lamb Inn,50.858692,0.35424,4402.39843045
Normans Bay,50.8260497,0.3895764,Waller's Haven,The Lamb Inn,50.858692,0.35424,4402.39843045
Normans Bay,50.8260497,0.3895764,Waller's Haven,The Bull's Head,50.8771457,0.3666528,5908.98400834
Normans Bay,50.8260497,0.3895764,Waller's Haven,The Bull's Head,50.8771457,0.3666528,5908.98400834
Normans Bay,50.8260497,0.3895764,Waller's Haven,The Kingfisher Tavern,50.8037509,0.3031545,6576.50304861
North Camp,51.2753951,-0.7307328,River Blackwater,Elephant and Castle,51.2749564,-0.7457711,1050.53157018
North Camp,51.2753951,-0.7307328,River Blackwater,Elephant and Castle,51.2749564,-0.7457711,1050.53157018
North Camp,51.2753951,-0.7307328,River Blackwater,The North Camp,51.2748867,-0.7464089,1095.36604573
North Camp,51.2753951,-0.7307328,River Blackwater,The North Camp,51.2748867,-0.7464089,1095.36604573
North Camp,51.2753951,-0.7307328,River Blackwater,Miners Arms,51.2957977,-0.7274189,2281.60945736
North Ealing,51.5174885,-0.2887523,River Brent,The Greystoke,51.5169424,-0.2899892,105.18196474
North Ealing,51.5174885,-0.2887523,River Brent,The Greystoke,51.5169424,-0.2899892,105.18196474
North Ealing,51.5174885,-0.2887523,River Brent,The Wheatsheaf,51.5169211,-0.299932,778.59520457
North Ealing,51.5174885,-0.2887523,River Brent,The Wheatsheaf,51.5169211,-0.299932,778.59520457
North Ealing,51.5174885,-0.2887523,River Brent,The Haven Arms,51.5168303,-0.3000951,790.75222721
North Fambridge,51.6486316,0.6817622,River Crouch,The Curlew,51.6387682,0.6075613,5252.2540499
North Fambridge,51.6486316,0.6817622,River Crouch,The Curlew,51.6387682,0.6075613,5252.2540499
North Fambridge,51.6486316,0.6817622,River Crouch,The Whalebone,51.6513591,0.5996628,5690.38808207
North Fambridge,51.6486316,0.6817622,River Crouch,The Whalebone,51.6513591,0.5996628,5690.38808207
North Fambridge,51.6486316,0.6817622,River Crouch,The White Hart,51.598789,0.6607173,5733.81023111
Northfields,51.4996647,-0.312979,River Brent,Ryan's,51.49837,-0.3140408,161.82007575
Northfields,51.4996647,-0.312979,River Brent,Ryan's,51.49837,-0.3140408,161.82007575
Northfields,51.4996647,-0.312979,River Brent,Players,51.5009748,-0.3154255,223.84499298
Northfields,51.4996647,-0.312979,River Brent,Players,51.5009748,-0.3154255,223.84499298
